id,name,description,synthesis_type,key_feature,genre_tags,weirdness_level
946,Gear Synth,Additive synthesis recreating gear spectra,noise,wavefolding,Experimental;Chaotic;Generative,2
947,BDF Synth,FM synthesis capturing bdf harmonic relationships,fm,pitch shifting,Experimental;Algorithmic;Chaotic,7
948,Trapezoidal Oscillator,Wavetable morphing based on trapezoidal waveforms,subtractive,harmonic excitation,Algorithmic;Generative;Emergent,7
949,Midpoint Processor,Midpoint-inspired synthesis with unique timbral characteristics,sample_based,filter topology,Ambient;Emergent;Self-Organizing,8
950,Heun Generator,Physical modeling of heun acoustic properties,physical_modeling,recursive feedback,Ambient;Experimental;Generative,7
951,RK2 Generator,Additive synthesis recreating rk2 spectra,hybrid,harmonic mapping,Experimental;Generative;Self-Organizing,4
952,RK4 Processor,RK4-inspired synthesis with unique timbral characteristics,wavetable,ring modulation,Emergent;Self-Organizing;Generative,7
953,RKF45 Filter,FM synthesis capturing rkf45 harmonic relationships,additive,sample rate reduction,Experimental;Emergent;Algorithmic,7
954,Dormand Synth,FM synthesis capturing dormand harmonic relationships,granular,fractal generation,Experimental;Emergent;Algorithmic,2
955,Prince Oscillator,Hybrid synthesis combining multiple prince characteristics,feedback,chaos modulation,Glitch;Experimental;Emergent,4
956,Cash-Karp Processor,Cash-Karp patterns drive oscillator and modulation parameters,noise,envelope shaping,Chaotic;Ambient;Algorithmic,5
957,Bogacki Synth,Models bogacki behavior using advanced DSP techniques,fm,harmonic series,Generative;Emergent;Glitch,5
958,Shampine Synth,Physical modeling of shampine acoustic properties,subtractive,pattern sequencing,Experimental;Glitch;Generative,6
959,Fehlberg Synth,FM synthesis capturing fehlberg harmonic relationships,sample_based,ring modulation,Experimental;Emergent;Ambient,2
960,Verner Synth,Feedback network simulating verner dynamics,physical_modeling,frequency shifting,Self-Organizing;Glitch;Ambient,3
961,Butcher Resonator,Granular processing inspired by butcher textures,hybrid,fractal generation,Glitch;Generative;Emergent,6
962,Singly Diagonal Modulator,Singly Diagonal-inspired synthesis with unique timbral characteristics,wavetable,phase distortion,Experimental;Generative;Glitch,8
963,Embedded Sequencer,Additive synthesis recreating embedded spectra,additive,modulation matrix,Glitch;Generative;Emergent,8
964,Adaptive Synth,Adaptive-inspired synthesis with unique timbral characteristics,granular,envelope shaping,Generative;Chaotic;Experimental,7
965,Variable Step Synth,FM synthesis capturing variable step harmonic relationships,feedback,chaos modulation,Experimental;Chaotic;Emergent,5
966,Dense Output Sequencer,Additive synthesis recreating dense output spectra,noise,chaos modulation,Self-Organizing;Generative;Emergent,4
967,Continuous Sequencer,Continuous-inspired synthesis with unique timbral characteristics,fm,oscillator coupling,Emergent;Chaotic;Experimental,8
968,Interpolating Synth,FM synthesis capturing interpolating harmonic relationships,subtractive,fractal generation,Ambient;Experimental;Algorithmic,3
969,Collocation Synth,Physical modeling of collocation acoustic properties,sample_based,modulation matrix,Ambient;Emergent;Self-Organizing,2
970,Galerkin Synth,Physical modeling of galerkin acoustic properties,physical_modeling,comb filtering,Algorithmic;Emergent;Experimental,5
971,Petrov Synth,Models petrov behavior using advanced DSP techniques,hybrid,recursive feedback,Generative;Glitch;Ambient,2
972,Spectral Synth,Spectral-inspired synthesis with unique timbral characteristics,wavetable,chaos modulation,Emergent;Glitch;Self-Organizing,5
973,Finite Element Synth,Hybrid synthesis combining multiple finite element characteristics,additive,chaos modulation,Algorithmic;Generative;Chaotic,7
974,Boundary Element Synth,Feedback network simulating boundary element dynamics,granular,phase distortion,Chaotic;Emergent;Experimental,2
975,Finite Volume Modulator,Finite Volume-inspired synthesis with unique timbral characteristics,feedback,spectral freeze,Ambient;Emergent;Chaotic,9
976,Finite Difference Modulator,Wavetable morphing based on finite difference waveforms,noise,envelope shaping,Generative;Chaotic;Ambient,5
977,Pseudospectral Synth,Wavetable morphing based on pseudospectral waveforms,fm,physical resonance,Self-Organizing;Glitch;Ambient,3
978,Chebyshev Synth,Feedback network simulating chebyshev dynamics,subtractive,fractal generation,Generative;Ambient;Algorithmic,7
979,Legendre Generator,Legendre-inspired synthesis with unique timbral characteristics,sample_based,frequency shifting,Emergent;Self-Organizing;Ambient,5
980,Hermite Synth,Feedback network simulating hermite dynamics,physical_modeling,envelope shaping,Chaotic;Self-Organizing;Ambient,8
981,Laguerre Modulator,Models laguerre behavior using advanced DSP techniques,hybrid,harmonic excitation,Chaotic;Algorithmic;Ambient,4
982,Jacobi Synth,Physical modeling of jacobi acoustic properties,wavetable,granular density,Chaotic;Ambient;Self-Organizing,4
983,Gegenbauer Resonator,Additive synthesis recreating gegenbauer spectra,additive,convolution,Algorithmic;Ambient;Experimental,4
984,Ultraspherical Modulator,Wavetable morphing based on ultraspherical waveforms,granular,filter topology,Emergent;Algorithmic;Generative,5
985,Associated Legendre Synth,Additive synthesis recreating associated legendre spectra,feedback,stochastic triggering,Chaotic;Algorithmic;Glitch,3
986,Spherical Harmonic Filter,Spherical Harmonic-inspired synthesis with unique timbral characteristics,noise,allpass diffusion,Chaotic;Ambient;Self-Organizing,6
987,Zernike Synth,Wavetable morphing based on zernike waveforms,fm,spectral blur,Experimental;Generative;Ambient,4
988,Bessel Oscillator,Models bessel behavior using advanced DSP techniques,subtractive,convolution,Generative;Experimental;Ambient,5
989,Hankel Synth,Granular processing inspired by hankel textures,sample_based,frequency shifting,Self-Organizing;Chaotic;Algorithmic,9
990,Neumann Synth,Hybrid synthesis combining multiple neumann characteristics,physical_modeling,wavetable scanning,Emergent;Chaotic;Experimental,4
991,Struve Synth,Granular processing inspired by struve textures,hybrid,oscillator coupling,Glitch;Chaotic;Emergent,2
992,Airy Generator,Physical modeling of airy acoustic properties,wavetable,sample rate reduction,Glitch;Self-Organizing;Generative,3
993,Scorer Synth,Wavetable morphing based on scorer waveforms,additive,phase distortion,Experimental;Chaotic;Glitch,8
994,Kelvin Processor,Physical modeling of kelvin acoustic properties,granular,granular freeze,Algorithmic;Generative;Chaotic,3
995,Lommel Engine,Hybrid synthesis combining multiple lommel characteristics,feedback,spectral morphing,Chaotic;Emergent;Algorithmic,6
996,Anger Generator,Physical modeling of anger acoustic properties,noise,spectral morphing,Experimental;Generative;Algorithmic,4
997,Weber Modulator,Hybrid synthesis combining multiple weber characteristics,fm,chaos modulation,Ambient;Self-Organizing;Experimental,4
998,Conway Life Synth,Additive synthesis recreating conway life spectra,subtractive,granular freeze,Experimental;Generative;Glitch,5
999,Wolfram Synth,Wolfram patterns drive oscillator and modulation parameters,sample_based,harmonic series,Chaotic;Self-Organizing;Algorithmic,9
1000,L-System Synth,Models l-system behavior using advanced DSP techniques,physical_modeling,harmonic excitation,Chaotic;Glitch;Ambient,9
